text,label
"very good movie, great Bond this time and the story line wasn't as cheesy as the rest",positive
"Pas mal le nouveau James Bond, mais Ã§a manque de gadgets et de James Bond Girls!",positive
"I like this kind of James Bond, plus Eva Green!!",positive
My favourite Bond... after Live and Let Die.,positive
the original bond is still the best.,negative
"It immediately got my interest. Craig pulls off the classic suave and witty Bond that we've known from past movies, but with a less goofy and perhaps more cynical tone. For starters, the action always kept me entertained. Each scene was suspenseful, and thrown into the story just where it needed to go to ensure that I didn't lose interest. Though watching people play cards isn't exactly action packed, this movie did manage to make it a bit intense. The plot was sometimes a bit hard for me to follow every aspect, but I could figure the basic gist of it. This movie should entertain new-comers to the Bond series as well as satisfy old fans.",positive
Interesting and sexy.,negative
As good as Bond movies can get,negative
James Bond terbaik!!!!,positive
"Finally, we're back to the good stuff. Daniel Craig is the best Bond since Sean Connery, and it really shows here. More time is taken to the story and villian, and I'm glad they did that. Bond, James Bond.",positive
Felt like bond throughout.,positive
"good, but prefer the previous 007 style",negative
"Because it is not like the other previous James Bond movie, it is relevant as a Bond movie... Cool one.",negative
"Not only the best Bond movie ever, it is one of the best action movies ever. Daniel Craig was born to play this role. Plain and simple, the most badass Bond character we've ever seen. He brings so much more energy, realism and character to the role than the overrated Brosnan. Martin Campbell did a fine job directing Golden Eye, but does an absolute phenomenal job with Casino Royale. Just can't say enough amazing things about this movie.",positive
The best bond since the 60's.,positive
"Best Bond movie by far, not to mention my favorite bond.",positive
"Much better bond than Brosman. I have never really watched alot of the older bond movies. Goldeneye was good for me, but Craig and this new style makes Bond movies something I am excited to watch - which was not the case before.",positive
"One of the best bond films in the series. This has some of the most intense action sequences ever put in a bond film, let alone any film. A lot of people talk crap about Daniel Craig as a bond, saying he's too tough and he's not witty enough. But I say he's perfect because he's supposed to be the young bond, he's edgy, he's gotta find his niche. Great film.",positive
"This one feels like a true Bond movie, the best since Goldeneye.",positive
"The opening chase scene was brilliant. The movie as a whole is alright. The bond series has completely deviated from the Moore & Connery days, which is disappointing. Better than Quantum of Solace, by far, but sadly only a prequel instead of an independently-standing film.",positive
Liked it Daniel Craig is about as close a likeness to Sean Connery I've seen I just hate the did a reboot instead of continuing the story just in his own way to me it hurts the continuing story line.,negative
"I admit that I had only fully seen 1 Bond film prior to seeing this one and that was Goldeneye. But I must say that I was impressed with Daniel Craig's first film. I would have liked to have seen Clive Owen get the part, but Craig more than holds his own as a throwback tough guy/action hero. I do think it feels more like a poker movie than anything for a large part, but it has plenty enough action scenes to keep one thrilled and Bond leaves all the goofy gadgets at home and delivers a good old fashioned action film.",positive
The action sequences were great and cinematography was beyond previous 007 films.,positive
a very HOT James Bond...,positive
"There are 2 ways to play bond. Serious, or comical. Daniel craig skips both those and plays it totally badass! It starts with Bond gaining his ""00"" status. He goes to the bahamas, follows someone to Miami, stops a plane bombing, goes to a casino, wins 40 million, discovers his lover betrayed him, discovers she didn't really, kills her blackmailer. Plus a lot more. I mean, this is one of the best.",positive
kul att se bond mer som han är i böckerna,positive
Casino Royale dispenses with the more fantastic elements of Bond and reboots the franchise with a far more raw and brutal version than even displayed in the Dalton series.,positive
"Not only is it the best Bond movie ever made, it is also one of the best action movies ever made. Daniel Craig surprized everyone with his brilliant, shocking performance as James Bond. Without a doubt the most realistic and badass Bond. Sean Connery should be worried.",positive
one question tho how come that the paddles have removable cables?,positive
The best bond I even seen.,positive
"Martin Campbell was hired no doubt for bringing Brosnan into the Bond family with ""Goldeneye"" , which I hated. On this, a reinvention of not only Bond but the genre, Campbell constructs a well paced, intelligent and slick thriller, replete with characters you care about and a brute lead in Craig, whose aggressive take on Bond is not only refreshing but altogether necessary",positive
"James Bond is back--darker, slicker and more human than ever before. It is the masterful combination of these traits that Casino Royale does best, driving the characters to revolve around the story and vice versa--servicing one another rather than coming at odds. The casino scenes may have been a bit dragged on, but that's just opinion. Casino Royale is to James Bond what The Dark Knight is to Batman. For anyone interested in creating a masterpiece reboot of the Bond franchise, simply contact Martin Campbell.",positive
Great Great Bond flick,negative
"the later part of this decade has seen several 'reboots' to long time film franchises (batman, superman, star trek), and this movie does it oh-so-well. definitely the most sophisticated plot that has ever been in a bond film.",positive
One of the best opening scenes of all Bonds.,positive
"Getting a fresh start as the Bond franchise is rebooted with Ian Fleming's first 007 novel, Daniel Craig is quite effective as the not-very-polished MI6 agent fresh off receiving his Double-0 status and Eva Green is captivating as a foreign liaison agent in this grittier movie that tries to be more Bourne and less Moonraker, not counting the absurd Texas hold 'em game where all the players always have the greatest hand in the world at the same time.",positive
"It was pretty good. I didn't like the story too much because James Bond was too lovey dovey in it. I know that is what the story was suppose to be about. But there wasn't as much action as you would want from a bond film. Daniel Craig was an except bond thought. He sure does know how to play the part. I really liked the opening, because it also showed the artistic part of bond films also.",negative
Good concept. Although shorty isnt the best jamesbond. Also a bit too much bullshit.,negative
by far the best bond in by far the best bond film ever.,positive
Prefer the older James Bond movies.,negative
"unlike other bond movies, this one is actually about human feelings.. bond is vulnerable and deeply touched by a women 4 real!! and i think that daniel craig doesn't have any of the typical bond sarcasm or lack of depth, it's an awesome movie!",positive
"Any Thug can kill Is Craig for everyone? James Bond (Denial Craig) in his first mission as a double 0 is put on the trail of a banker for terrorist, the infamous Le Chiffre (Mads Mikkelsen). Eventually chasing him down to Montenegro where Le Chiffre is holding a high stakes game of Poker at the Casino Royal, with the buy in big and the repercussions even greater, will James keep his cool? But who can be trusted when even Jamess own motives are brought into question by M (Judi Dench)? Denial Craig is the new James Bond, does he live up the mantel? The legend? Does he make women go weak at the knees? And men burn with envy? Well the short answer is yes he does, and probably better then any bond before him. Now, to say that Craig is the greatest James Bond ever will spark an argument Im sure, it is quite the claim after all. But thats what I am saying. Craig feels a lot more like the James Bond that Ian Fleming wrote about in his books then any of his previous comparisons. Craig doesnt just look the part, he feels the part too. Craig is more British then maybe all the other Bonds combined, he is both classic, classy, fluid and refined as well as being raw and gritty. With this new Bond there will be blood, not just other peoples either. This time James gets as good as he gives in Casino Royal, especially when being tortured. Do not be mistaken this is by no means the same James Bond as the other 20 movies with the same main character. Apart from the name, M and that he is a British spy, this could be a completely different franchise. In Casino Royal, Martin Campbell (the director) trades off the gimmicks for brute force and pure action. There are no unbelievable gadgets or cars to be found here, and not a Q in sight. Just Bond, his associates, his mission and his morals. This is Bond boiled down to the bones and rebuilt and it works. While Craig is amazing, it must be said that the supporting cast meet him in acting ability. Judi Dench is the only actress reprising her role and in truth she belongs in Bond now. Eva Green is sexy, slick and compassionate as Vesper Lynd (who becomes the love interest). And Mads Mikkelsen almost steals the film as the evil and brilliant Le Chiffre, he is truly evil. In Casino Royal you really do get the feeling that Bond cares about what happens around him, he is driven by his duty but he is aware there are always repercussions, even more so while being tortured. This is a version of Bond with a heart, a real heart, where he ways up the pros and cons of trading off his job for the girl. The story (unlike most Bonds) is gripping in Casino Royal, it is far more involved then any of the Bands before it. If you dont care for that then the action more then makes up for it. Starting from the very first sequence, that chase is amazing and worth seeing the whole film alone. Martin Campbell takes everything we knew about Bond, shakes it, stirrers it, and serves it up with a slice of lemon and it is both refreshing and cool. Denial Craig finally secures his place as a house hold name.",positive
dis movie sucks!!!!!!!!,negative
"one of my least favorite Bond movies. except for the opening chase and final scenes, not much action at all. I was so bored watching them play cards for two hours",negative
"Craig's Bond is great, but I found Bond falling for that woman totally unconvincing.",negative
Nouveau style pour une nouvelle sÃ©rie de Bond avec Craig... Et sa fonctionne trÃ¨s bien !,positive
New kind of bond movie,positive
Probably the best Bond fim made to date. Excellent.,positive
The best Bond movie yet in my opinion.,positive
Another movie I could watch over and over. Even though it's 9 days long,positive
one of the very best Bond's,positive
"The best Bond movie in a looooong time. And yeas, Daniel Craig is as good a Bond as Connery was. There. I said it.",positive
The guy is going a pretty good job filling in the shoes of Conery I enjoyed this bond movie.,positive
"After Roger Moore retired from being James Bond, I lost intrest, so I skipped the Pierce Bronson era completely but after seein 2 Daniel Craig snorefests I've sinc gone back and watch PBs as 007 and he was way better I have to say.",negative
Bond is super cool. This may change up from the older bond movies but that is just fine. There is enough pull over from the previous movies to maintain the bond tradition.,positive
Did not like this movie that much... It didn't feel like James Bond to me.,negative
dont like any bond movie. never!,negative
More to see like this....,positive
Not a big Bond guy but this one was a good retelling.,positive
"Craig makes a very good Bond. If you kike the franchise, you are likely to appreciate this one.",negative
"The best bond ever made since Goldfinger. Martin Campbell does away with all the cheesy gadgets of the previous movies, and turns James Bond from a lady obsessed lame character into a someone you can throughly enjoy.",positive
"A darker, more serious Bond movie than we've seen... ever. Daniel Craig is the best Bond since Connery and is absolutely fantastic. Craig reinvents the character and makes it his own, so much so that I'm hoping for Bond 23 (Bond in New York? No.) That said, Casino Royale does run a bit long (one of my biggest pet peeves in movies) and doesn't have as much action as the sequel does. That said, it's still an incredible James Bond movie and an easy recommendation for pretty much anybody who hasn't seen it yet.",positive
"Amazing action? You Bet! Great Acting? Daniel Craig and Eva Green - of course! Good story? No, not really. And a very weak ending on top of all.",negative
This is not the James Bond that I remember,negative
"This is by far my favorite James Bond movie. Remakes usually have difficulty living up to the originals; however, this movie feels more like a polished version of the original. Daniel Craig does a fantastic job portraying a newly promoted 00. The film direction has a constant forward motion to it, the music adds a certain raw feeling to the movie, and the timing feels flawless. I was also impressed that this Bond doesnt mind getting dirty. In the past, Bond has been played as a man, in a tux, who can take out an entire mafia warehouse worth of people without even messing up his hair. But this script feels more realistic in the sense that Bond has his moments of getting bloody and bruised, which makes him even more B.A. since we know he can take a punch.",positive
"The best 007 movie in years....Daniel Craig is the kind of James Bond you can root for. He has a hard as nails approach to the character where when he punches you can almost feel the pain!! Eva Green is up there with Diana Rigg as a Bond Girl who matches 007 in every way. The Action is great, the story is well played out. Casino Royale is Top Notch Entertainment.",positive
"was good, next 1 was better.",positive
A refreshing revamp of this often tired franchise. Possibly the best Bond in decades...,positive
"Blonde Bond, what can I say, its unusual but movie was ok...",negative
i hated it at first but after rewatching when solace came out i'm enjoying it more,negative
"this is a very good, gritty Bond film..reminisant of the Sean Connery era..",positive
"personally im not a james bond fan but this movie was great, and daniel craig played bond perfectly a very fine performance.",positive
"Best Bond film yet. Well developed characters, terrific acting, a unique character arc for Bond and a plot that takes genuinely unexpected turns.",positive
"Best Bond film yet. Well developed characters, terrific acting, a unique character arc for Bond and a plot that takes genuinely unexpected turns.",positive
"o.k., I still liked the old James",negative
"the best bondmovie of al time,wow",positive
"The remake of the classic Ian Fleming novel of the same name marks the long awaited reboot of the James Bond franchise. And what an amazing beginning it is. 'Casino Royale' suceeds on every level concievable, blending stunning action with a romatic aspect to create an incredibly compelling tale. The reboot suceeds for the simple reason that it does something that nobody thought was possible anymore - it turns Bond back into a human being. A dark, suave, conflicted human being. Every second of the story is charecter-driven, as as such the film reveals much about the conflicted inner nature of what turns out to be a truly fragile hero, which makes for a truly edge-of-your-seat compelling viewing experience. With the flawless performances of Eva Green and Daniel Craig at the helm, this reboot is nothing short of masterful.",positive
Daniel Craig's version of Bond was gritty and cool,negative
My favorite Bond so far. Don't even remember how often I watched it!,positive
A grittier Bond that lacks the cheeky British charm previous Bond's have,positive
"Let's get one thing clear. The typical older Bond fan will NOT like this movie. Regardless of whether or not you think Daniel Craig is a good Bond, Casino Royale is thematically different from previous Bond titles, which may upset aficionados. Ultimately, Casino Royale is so incredibly successful because of its pedigree (or rather its insightful betrayal of that pedigree) and brutally intense action sequences. Recently, Bond films like Die Another Day, Goldeneye, and The World is Not Enough have set a standard (albeit a low one) for ""what is Bond"". Does it have a handsome male lead? Does it have a passively aggressive buxom female lead? Does it have guns? Does it have gadgets? Does it have ridiculous chase scenes? Almost all of these characteristics of a Bond film are side-stepped here. In fact, the opening chase scene is all on foot. There are no gadgets or vehicles. Just Bond running through crowds, buildings, and construction sites. This intensely HUMAN quality is prevalent in the film's themes, which makes the Bond cannon all the more enjoyable. Martin Campbell didn't NEED to explain why Bond is such a womanizer. But doing so makes for a far more human, and therefore credible, story. Bond himself (though missing a well-defined arc) is played out with verisimilitude. He's detached, but not completely cold. He's precise, but not menial. He's capable, but flawed. He's exacting, but not brutal. If there's any misfortune in Casino Royale's characters, it's the lack of depth to Le Chifre, the villain. Humanizing the villain, however, would have brought up tangential moral issues that would have drawn the attention away from Bond and Vesper. In a nutshell, Casino Royale is essentially what would have come out of a realistic rendition of Bond's persona. It's as if someone looked at the world of international spies, and took it SERIOUSLY.",positive
je l'ai jamais fini!!haha,negative
"Instantly Bonds best yet i cant think of one bit i didnt enjoy in this film and i loved the new Bond and i think Craig was perfect for the role Everything from the opening credits to the amazing climatic ending was picture perfect and i cant wait to watch it in HD Weather your a Bond fan or not. Grab a drink (Shake it, Dont stir it.) Some popcorn and watch this amazing film that most defiantly belongs in my top 10 favorite films!",positive
the first james bond i liked,positive
"Daniel Craig definitely elevates the Bond character to me! Not as posh, but grittier and tougher, more believable for me. I like his tough demeanor, he is more believable as a 007 with a license to kill, and equally capable! Alot of action. I buy into the new Bond.",positive
"Not only is Casino Royale extreamely good for an action movie/thriller, its also extreamely good for a movie in general. Granted, it takes itself a bit seriously, but it has a plot, plausible enough character, decent acting and scirpt. Probably what I liked the most was the visual look of the film. Everything is extreamely sleek and stylish. I really would like to say more, but that was the main thing that stuck out for me. Still, its visual and engaging movie that I will probably watch again sometime.",positive
Dissapointing. Not very royale at all.,negative
yeah good movie never gets old,negative
I think I liked this OK. Pretty good for a new Bond movie.,negative
good bond flick. not sure where they dug up this guy to play bond but he is solid for the role.,positive
this is not what a james bond movie is supposed to be. this movie dragged on for-EVER.,negative
"Craig is the best Bond, and this is also the best Bond movie, LOVED it. It was such a good movie, and all the other Bond films should have been the same.",positive
"A bit too long, but there were some great Bond moments in this movie. Although not a lot of action, it does display a very nice action scene towards the end in Venice and an exciting chase early in the film. Personally, I prefer the old Connery movies with gadgets and everything, but this was a good movie still. Probably the third best Bond movie I've seen, behind only Goldfinger and From Russia With Love.",negative
5 stars because Daniel Craig is HOT! The movie is good too!,positive
"Though too long for my taste, ""Casino royale"" is definetly one of the best films of Bond series. Featuring Daniel Craig as a truly superb 007, an engrossing story along with the exciting action scenes that are directed solidly, this movie is a must-see for James Bond's fans.",positive
"One of the best 007's in a long time, Daniel Craig does a great job as the new Bond.",positive
boring(2006) Okay...so I Re-watched this in 2012 and it's not as boring as I thought it was in 2006. So the rating has gone up from half a star to 3 stars,negative
"Great film, but Bond is NOT blonde.",positive
oooh - daniel craig xxx,positive
"From an action movie standpoint this film was excellent, but as a James Bond movie, not so much.",positive
"I don't like james bond much, but this movie totally went on a different direction and just kicked a whole lot of ass.",positive
finally a new Bond movie worth watching.,positive
Un changement radical dans la serie des james bond. Beaucoup plus de brutalité et de réalisme qui injectent un nouvel esprit dans cette serie incontournable...,positive
The Opponent is creepy hot.,positive
Best Bond movie ever. Closely followed by Goldeneye.,positive
"This is, for the most part, what a good action movie should be. Rather than feeling the need to bombard us with explosions every ten minutes, it isn't afraid to slow things down to let the story and character relationships progress. But the action scenes that are here are thrilling and innovative, and the plot continues to keep us in suspense by not always going in the directions you'd think, as if the poker scenes aren't nerve-racking enough. Though I confess I have little to compare him to, I think Daniel Craig embodies an excellent James Bond: smooth, sexy, and classic tough-guy on the surface, but far from perfect or invulnerable. There's nothing here to really elevate this above other solid action films, but it's very entertaining if you take it for what it's supposed to be.",positive
old school 007's are better,negative
One of the best James Bond movies. Craig is brilliant and realistic as Bond.,positive
Love love LOVE the new Bond.,positive
Not my favorite Bond movie.,negative
"Martin Campbell reworks the Bond formula to a more character driven film, while still retaining the twists and turns of previous entries , and well done action sequences, with these scenes being some of the best in the 007 legacy. As for the character driven story, it works pretty damn fine, with Haggiss screenplay adding the much-needed emotional aspect to the film. Craig is not the best Bond, we all know who that is, but he is by far not the worst, actually he is probably the best behind Sean Connery. His 007 though, effectively conveys an emotionally embodied Bond that is missing from most of the previous installments. All in all though, Campbell and company do a wonderful job at breathing life into a series that was starting to lose its crown at being the apex of spy films.",positive
"A harder, tougher and much more exciting action from this new Bond.",positive
"when i saw bond films before Casino Royale(2006), i just thingking about girls, gadget, and tuxedo. but when i see Daniel Craig for the first time as James Bond : WOW! (sebelum Daniel Craig, kalau saya nonton Bond, saya bakal cuman liat cewe2 seksi, senjata rahasia super, dan tuxedo. pas liat Daniel, WOW)",positive
My favorite Bond movie!,positive
"This Bond reboot brought much needed life to the series. I thought it was over two or three times, but they kept the plot twists coming.",positive
not as good as the original Bond,negative
gotta love Bond! could have lost the whole section from leaving the casino to the final fight in venice but still a great turn for daniel craig.,negative
"""Casino Royale"" shines first in a very tight and brilliantly adult screenplay. This is by far the most interesting and complex of thrillers in a very long time. All the rather tired old comic strip aspects of previous Bond films have been swept away from outlandish plots to the old fashioned double entendre that used to pop on the screen like cartoon bubbles. This Bond is witty but with a finer more modern approach. He is truly sophisticated but with some rough edges that catch and tear at the ear with both humor and intelligence. Fine direction by Martin Campbell pushes the action, the actors and ultimately the audience to new heights of action and romance. He shows us in the most jaw dropping way that to kill someone is not easy; it is a messy hard and dirty job. And you can get bloody in the process. Bravo for putting the grit back into Bond. Then there is the cast, a stunning array of international talent and indeed some of the finest actors around today shine and sparkle forever like diamonds in this film. Eva Green as Vesper Lind is by far the best ""Bond Girl"" to date. She is an actress of great range and talent that brings Vesper to heart stopping life. Her talent combined with great writing and direction has amalgamated in this film to create what may be the only fully rounded and human ""Bond Girl"" ever seen. Mads Mikkelsen is astonishingly good as the villain Le Chiffre is a real delight to watch. This is no ""Dr. Evil"" but a cold desperate criminal who when cornered is liable to go nuts on you. Here Judi Dench is given her most complex ""M"" to date and carries if off with her very special gifts as an actress. She as always is a delight. And in this film you learn a few things about ""M"" that might surprise you. Then there is Daniel Craig who makes his debut as Bond. And boy's roll out the red carpet and put up the velvet ropes. This performance will bring him to the forefront of movie stars who are also exceptional actors. This is a man who can act, and yet never let you catch him at it. A talent that ranks with the top fine actors today such as Russell Crowe, He inhabits this very rough and dangerous Bond at the birth of the character and gives us a hot, hard, thug who though the course of the film is transformed by human design and circumstance into ""Bond, James Bond"". He is simply breathtaking to watch. The film has a brain and also tips it's hat to great thrillers of the past especially ""North By Northwest"" as exemplified by the very sexy and delightful train scene where Bond and Vesper meet for the first time. But the most surprising aspect of ""Casino Royale"" is how human it is and how heartbreakingly romantic it can be amid the very dirty business of international espionage. this spcial two disc blue-ray edition is stunning to behold with a perfect picture and window shattering sound. The extras are simply grand as well. This movie at last brings magic back to the movies and heart to the Bond franchise.",positive
"Bond is back. I am one of the few that liked Qantam better, but still my second favorite Bond film.",positive
"Huge fan of Sean Connery as 007, but this may be the best Bond movie.",positive
"A fantastic comeback for the epitome of the spy genre. Apart from the controversy surrounding the fact that Daniel Craig is actually blonde, a very big faux pas for die-hard Bond fans, it is my (controversial) opinion that Craig is the best Bond to date, even competing with Connery's Bond. This movie is fantastic, with sharp dialogue, a clever plot, amazing stunts and, of course, fabulous wheels. The added touch of keeping the ""Bond, James Bond"" line til the end of the film was just wonderfully well thought out. FAVOURITE SCENE ~ The opening parkour segment in the construction site thrust parkour into our minds and into our Youtube videos, as well as making for some spine-tingling action.",positive
I'm not a Bond fan but I enjoyed this. The opening sequence was really good,negative
I dig Craig as the new Bond. The film has a few problems though..... Worth a watch.,negative
"As someone who enjoyed all the previous Bond Movies I am not sure about this one - yes its well crafted and has excellent action with a powerful lead but it lacks smoething for me. its a little too close to the Jack Baur, Jason Bourne and not Bond enough for me............ Still a good film.",negative
1st bond movie i ever watched and i liked it.,negative
"omfg the ""blonde bond"" Daniel Craig revises the role of the famous 007 spectacularly.And with Judi Dench reprising her role as 'M',you just have phenomenal acting,explosions,romance... what more could you want?",positive
"I love this movie out of all the bond movies ever made and I'm a Bond enthusiast to the max. I was so hesitant on seeing this film because it wasn't the usual Bond's everyone was used to. However, I have been wrong because Daniel Craig might just be the best Bond out there",positive
"Badass all the way through. Wasn't sure about Craig as Bond, but turns out he's perfect for the part.",positive
"Brilliant performances by both Daniel and Eva. Unlike most Bond Films, the pace of this movie doesn't die off. It was very well directed",positive
schon jetzt ein Bond-Klassiker...,positive
"Intelligent, smart, built well,and the return of the legend which became James Bond the beginning.A-: Great.",positive
"I'm the next BOND in ma next life previously shot, lol.",positive
þetta er mjög sérstök mynd þetta er myndin sem eyðilagði james bond,negative
After Goldeneye i didn't think Bond could get any better...i was wrong!,positive
i like the new imperfect james bond,negative
"The movie gets points for going out of it's way to be the anti-Bond Bond movie. But, we get it. Point made. It would be a decent action movie if A) there were more of it and B) it didn't have an insufferable amount of long plot exposition scenes.",negative
Best Bond Movie! And that is a bold statment for me.,positive
"Bond... James Bond, with half the shaken martini",positive
excellent restart. daniel craig is what i imagined 007 to be in the books.,positive
We may look back on the choice to use Hold-Em and laugh. Someday. Good torture scene.,negative
"It was alright, I still am not crazy for Daniel Craig as James Bond. He is not as suave as Sean Connery or Roger Moore.",negative
"I have mixed signals... this is more realistic, but I don't think Craig is that good a Bond.",negative
"Craig effortlessly upgrades Bond, with stylish and assured directon, thrilling set-pieces and a focused, smart storyline that was always absent from the franchise. Possibly the best Bond film yet.",positive
vrai James bond super impresionnant!! il ne devrait pas tomber amoureux aussi facilement ceci dit...,positive
Going into this movie I thought I would not like it as much as the Sean Connery Bonds. But Daniel Craig did an excellent job of reinventing the character of Bond.,positive
Love this movie! Much better than the other Bond movies.,positive
Hideously overrated.,negative
Good movie but Im unsure who is the best Bond yet.,negative
absolutely loved it from start to finish.,positive
Epic bond. Gritty and enthralling. Fabulous!,positive
"Para mi gusto este Daniel Craig si llena el traje de James Bond. Una pelicula mas ruda que las anteriores, pero realmente vale la pena.",positive
Nice action...didnt care much for the story line.,negative
My Favorite Bond book finally made into a serious movie! Daniel Craig is Ian Fleming's James Bond; to a T. He is awesome and made the movie. I loved it.,positive
Was pretty good. The opening song had me captured straight away... Very awesome. Good stunts and Daniel Craig in tiny swim trunks is always a plus for a movie.,positive
The best James Bond film since Sean Connery.,positive
just play the game goldeneye and watch the sean conery films,negative
i think daniel craig is a great actor really hot,negative
Nowhere near as good as everyone tries to make out. Eva Green is a pain in the ass.,negative
Daniels exceeds my personal expectations of a Bond actor in this action packed film.,positive
Daniel Craig Is Terrific As A The New Bond. Amazing Action Sequences.,positive
Best Bond is aaaaages!!! (pity 'Quantom of Solace' was so shitty),positive
Best bond since Goldfinger. Plot and character with supporting gadgets - not the other way round.,positive
"I highly recommend this film. If you enjoy Bond then you'll enjoy this action packed, face paced film. I love every twist and turn and never found myself having time to get refreshments. A thrill from beginning to end. Great ending!",positive
so disappointed by this one!,negative
Great movie but the card game lasted too long. The ending was also kind of shallow.,positive
"This wasn't the best Bond movie, but it certainly wasn't the worst. I like the rugged appeal that Daniel Craig gives Bond, but unfortunately it was at the expense of his Suave appeal. Still it is much better than I had expected. The action is great, and this movie gives Bond an actual humanity behind the cardboard hero image that we have learned to love. I highly recommend it.",negative
"I am not a huge fan of Daniel Craig's James Bond- although they managed to show one of the best Bond Torture scenes EVER!! I give him at least 2-3 more movies, before they need to replace him",positive
The James bond franchise is one of the biggest franchises in the history of film and the last James bond was very ok. But Casino Royale comes to the rescue and fails. With a new bond this guy must be almost invincible. There isnt a lot of charisma with Daniel Craig or nothing up to the standard of the previous bonds. This movie is more centered on action and as a chase scene is filmed well the rest is not very good. Its quite unrealistic but I let that slip as it?s a James bond film. Overall this is not as good as it could have been but some scenes show some potential.,negative
Daniel Craig has resurrected 007!,negative
best Bond since Sean Connery,positive
"Casino Royale is a true james bond film.Stylish and moves at the perfect pace.Now i never knew who Daniel Craig was until this film was released.And since then i have loved his acting.Well lets see the poster.Its slick and has that OO7 this just like its sequel. The plot:The plot takes bond to a casino and has to capture a bad guy.And theres some other stuff but thats esentially it.If you seen other bond movies then you know the jist of it.Now while there bond gets a hot lady to have sex with(Trust me its not rare for that to happen in 007 movies)and she betrays him.....eh she gets what coming to her.And so the plot is good. The action:Every bond movie has to have some gun fights,car chases,and EXPLOSIONS.And this movie has a little less then others.But when there is it kicks some major ass.Needless to say its some of best i ever seen(Sorry michael bay).And for the most part it builds up suspense to when bond gets poisened.And then it goes on...and on and on.So i give it credit for haveing suspense,action,And a thrilling climax. The final verdict:Overall Casino Royale is one best movies i have ever seen.The suspense is incredeble,The action is fantastic,The acting is magnifecent,and the climax is insane.Honestly its a masterpeice.A 10/10!",positive
LOVE the new James Bond! I would take story and good acting any day of the week over the cheese balls that were the James Bond of Pierce. I drool over the design of the opening credits every time! I want the purple dress Eva wears the first night of gambling. The sound track is enjoyable also.,positive
I'd have rated it higher but I cannot stand Daniel craig as bond.,negative
I thought Daniel Craig was going to bomb at Bond. I was so wrong...,positive
"I liked the realism in the franchise, unlike Quantum they did not feel the need to jet around the world and have a solid 45 minutes of action.",positive
BOND....James bond^^,positive
"A good action flick, good stunts, hot girls, new Aston which could have been put in a car chase somehow..hint hint...somehow a ford focus got in the movie. But besides this a well put together movie. The Opening Chase scene is probably one of the best out there. Daniel Craig puts a solid performance in, however he resembles more of an american gladiator than a bond. There were a few times i forgot i was watching a bond movie. Overall good movie",negative
"Craig shines in this reboot of the Bond franchise. They managed to combine the feeling of the old school Connery Bond films, with modern action. For the first time in a long time, Bond feels fresh and not weighted down by a 45 year history. This is definitely up there with From Russia With Love and Goldfinger as probably one of the best Bond films ever made - and who would've thought that in 2006?",positive
"Slept through most of it because it was so boring, yet I still predicted the ending.",negative
Week Story Line. I miss the old the James Bond flicks plus I'm not a fan of Daniel Craig for James Bond,negative
Kinda drug a bit near the end.,negative
very diffrent james bond,positive
very diffrent james bond,positive
AH Product placement.,negative
"This felt like old Bond. I hated Brosnan and his elegant behavior...Bond is a killer and should act accordingly. From the black and white opening scenes to the smiling conclusion, you take a trip with Bond. This movie had absolutely no scenes where you knew what lay ahead before Bond did...you found out with the character and that made for one of the most exciting movie experiences I've ever had...rarely does any movie give me chills and this did. The music subtley referenced the theme music we all know, the first time putting on the tux had three held notes beging to continue into the theme, and finally, after we hear the cliche'd ""Bond, James Bond"", a smirk sends you smashing into the theme for the first time in the movie, telling you that Bond is gonna rock your world again.",positive
"This is how Bond should be. Captured the story so well, defined the character and he was more ruggid and kick ass. When you think its over, it isnt. One of the best films I have ever seen.",positive
hard time trying to erase memories of sean connery in this one but a good craggy remake anyway...,positive
"This Bond undertakes some serious changes from the Bond's of late and not only becomes one of the greatest Bond films of all time, but one of the greatest action films of all time. A smart and sexy film that is a must-see, whether you are a Bond person or not.",positive
"James Bond movie, this time he goes against a crooked finance giant in a game of giant stakes at texas holdem. Lots of good action scenes and nice plot that twist at the end. More realistic than most Bond movies, very entertaining flick.",positive
"The return of James Bond. Daniel Craig is good at ""his new job"". Miss Q...",negative
A perfect 007 reboot. James bond is seen as an emotional wreck than a womanizing hero.,positive
This might be the best 007 movie ever.,positive
"Fabulous. After years and years and ages of Pierce Brosnan, finally a true Bond again. Movie great, Craig great, Green rocks, Mikkelsen is one of the best villains ever... very good stunts.... Absolutely worth seeing!",positive
I just love how Daniel Craig plays the role of James Bond. He does a great job.,positive
didn't like it. Just don't like Daniel Craig as Bond - sorry...,negative
I enjoyed the first of Daniel Craig's Bond movies.,negative
Full with adveture and Romance I love it.,positive
I'm a big Bond fan anyway but this was great!,positive
"A fun action film and a interesting reboot to a franchise that was becoming more and more...imaginative? It's more ""Bourne"" than ""007""",positive
HE IS A FLIRT GUY....,negative
Bond is back and is better than ever.,positive
Yummy... Bond. James Bond,positive
Bester Bond aller Zeiten ! Daniel Craig absolut toller Schauspieler ! My favorite !!,positive
Not bad for a bond flick I guess.,negative
eh... kinda miss the bond that didn't get hurt and made crude lines :),negative
daniel craig is not a good james bond he puts the un in unclassy,negative
Liked the old one better,negative
Out of all The Bond movies ever made this was the only 1 I actually liked,negative
